flow_id,id_from,id_to
9279_6042,213,6042
9280_0122,911,122
9280_0168,914,168
9280_0173,995,173
9280_0284,7804,284
9280_6006,40,6006
9280_6012,912,145
9280_6028,44,6028
9280_6043,901,6043
9280_6046,901,6046
9281_0122,911,122
9281_0168,914,168
9281_0214,960,214
9281_6011,913,141
9281_6012,912,145
9281_6013,916,211
9281_6014,916,211
9281_6015,916,211
9281_6034,918,59
9281_6035,916,211
9281_6046,901,6046
9281_6054,960,214
9282_0264,930,264
9282_6019,77,6019
9284_0025,937,25
9284_0031,990,31
9284_0058,994,58
9284_0077,979,77
9284_0107,937,7802
9284_0122,911,122
9284_0123,937,7802
9284_0143,989,143
9284_0168,914,168
9284_0173,995,173
9284_0211,916,211
9284_0236,990,996
9284_0243,959,993
9284_0276,984,276
9284_6011,913,141
9284_6012,912,145
9284_6013,916,211
9284_6014,916,211
9284_6015,916,211
9284_6023,983,213
9284_6035,916,211
9284_6036,108,6036
9284_6040,983,213
9284_6042,983,213
9284_6043,901,6043
9284_6046,901,6046
9291_0025,937,25
9291_0029,929,29
9291_0031,990,31
9291_0033,986,987
9291_0035,977,35
9291_0037,938,37
9291_0046,978,46
9291_0055,982,55
9291_0056,922,56
9291_0057,963,57
9291_0058,994,58
9291_0059,918,59
9291_0060,964,60
9291_0065,978,965
9291_0067,978,967
9291_0076,988,76
9291_0077,979,77
9291_0079,981,79
9291_0082,928,82
9291_0087,939,87
9291_0101,968,101
9291_0103,7809,940
9291_0124,978,969
9291_0141,913,141
9291_0143,989,143
9291_0147,908,147
9291_0168,914,168
9291_0173,995,173
9291_0174,921,174
9291_0211,916,211
9291_0213,983,213
9291_0214,960,214
9291_0236,990,996
9291_0237,927,237
9291_0243,993,243
9291_0257,923,257
9291_0264,930,264
9291_0270,960,961
9291_0272,7800,272
9291_0276,984,276
9291_0284,7804,284
9291_0286,998,999
9291_0957,939,957
9291_6000,960,214
9291_6006,40,6006
9291_6010,960,214
9291_6011,913,141
9291_6012,145,6012
9291_6013,916,211
9291_6014,916,211
9291_6015,916,211
9291_6019,979,77
9291_6023,983,213
9291_6027,960,214
9291_6028,44,6028
9291_6029,44,6029
9291_6031,922,56
9291_6034,998,283
9291_6035,916,211
9291_6036,108,6036
9291_6037,68,6037
9291_6039,960,214
9291_6040,983,213
9291_6041,960,214
9291_6042,983,213
9291_6043,901,6043
9291_6044,923,257
9291_6046,901,6046
9291_6054,960,214
9291_6055,68,6055
9291_6059,901,6059
9291_6060,901,6060
9291_6064,7809,6064
9291_6065,7809,6065
9291_6068,901,6068
9291_6069,7800,272
9291_6070,7800,272
9316_0025,937,25
9316_0087,939,87
9316_0101,968,101
9316_0103,940,103
9316_0107,955,107
9316_0123,956,123
9329_0029,929,29
9329_0033,987,33
9329_0048,992,48
9329_0058,994,58
9329_0076,988,76
9329_0143,989,143
9329_0173,995,173
9329_0213,983,213
9329_0216,980,216
9329_0236,996,236
9329_0243,993,243
9329_0264,930,264
9329_0270,960,961
9329_0276,984,276
9329_0287,991,997
9329_0289,7807,289
9329_6000,960,214
9329_6018,77,6018
9329_6019,77,6019
9329_6020,77,6020
9329_6023,213,6023
9329_6040,213,6040
9329_6042,213,6042
9351_6006,40,6006
9365_0286,999,286
9368_0025,937,25
9368_0029,929,29
9368_0031,990,31
9368_0033,986,987
9368_0035,977,35
9368_0037,938,37
9368_0046,978,46
9368_0055,982,55
9368_0056,922,56
9368_0057,963,57
9368_0058,994,58
9368_0059,918,59
9368_0060,964,60
9368_0065,978,965
9368_0067,978,967
9368_0076,988,76
9368_0077,979,77
9368_0079,981,79
9368_0082,928,82
9368_0087,939,87
9368_0101,968,101
9368_0103,7809,940
9368_0107,955,107
9368_0124,978,969
9368_0126,907,126
9368_0141,913,141
9368_0143,989,143
9368_0147,908,147
9368_0168,914,168
9368_0173,995,173
9368_0174,921,174
9368_0211,916,211
9368_0213,983,213
9368_0214,960,214
9368_0236,990,996
9368_0237,927,237
9368_0243,993,243
9368_0264,930,264
9368_0270,960,961
9368_0276,984,276
9368_0284,7804,284
9368_0286,998,999
9368_0289,7807,289
9368_6000,960,214
9368_6006,40,6006
9368_6010,960,214
9368_6011,913,141
9368_6012,912,145
9368_6013,916,211
9368_6014,916,211
9368_6015,916,211
9368_6019,979,77
9368_6027,960,214
9368_6028,44,6028
9368_6029,44,6029
9368_6034,918,59
9368_6035,916,211
9368_6036,108,6036
9368_6037,68,6037
9368_6039,214,6039
9368_6043,901,6043
9368_6044,923,257
9368_6045,45,6045
9368_6046,901,6046
9368_6054,960,214
9368_6055,68,6055
9368_6057,901,6057
9368_6059,901,6059
9368_6060,901,6060
9368_6063,901,6063
9368_6064,7809,6064
9368_6065,7809,6065
9368_6068,901,6068
9368_7000,907,7000
9370_0236,996,236
9370_0276,984,276
9371_0236,996,236
9372_0025,937,25
9372_0035,977,35
9372_0037,938,37
9372_0046,978,46
9372_0057,963,57
9372_0065,978,965
9372_0067,978,967
9372_0077,979,77
9372_0087,939,87
9372_0101,968,101
9372_0103,7809,940
9372_0122,911,122
9372_0124,978,969
9372_0126,907,126
9372_0141,913,141
9372_0168,914,168
9372_0174,921,174
9372_6000,960,214
9372_6013,211,6013
9372_6014,211,6014
9372_6015,211,6015
9372_6043,901,6043
9372_6046,901,6046
9372_6060,901,6060
9372_6064,7809,6064
9372_6068,901,6068
9374_0025,937,25
9374_0037,938,37
9374_0087,939,87
9374_0103,940,103
9374_0123,956,123
9377_0025,937,25
9377_0033,986,987
9377_0035,977,35
9377_0037,938,37
9377_0040,905,40
9377_0046,978,46
9377_0051,910,51
9377_0055,982,55
9377_0057,963,57
9377_0058,994,58
9377_0059,918,59
9377_0060,964,60
9377_0065,978,965
9377_0067,978,967
9377_0076,988,76
9377_0077,979,77
9377_0079,981,79
9377_0087,939,87
9377_0101,968,101
9377_0103,7809,940
9377_0108,906,108
9377_0124,978,969
9377_0126,907,126
9377_0141,913,141
9377_0147,908,147
9377_0168,914,168
9377_0173,995,173
9377_0174,921,174
9377_0211,916,211
9377_0213,983,213
9377_0243,993,243
9377_0244,919,244
9377_0276,984,276
9377_0284,7804,284
9377_0286,988,999
9377_6000,960,214
9377_6012,912,145
9377_6013,916,211
9377_6014,916,211
9377_6015,916,211
9377_6028,44,6028
9377_6034,918,59
9377_6036,108,6036
9377_6037,68,6037
9377_6043,901,6043
9377_6046,901,6046
9377_6054,214,6054
9377_6059,901,6059
9377_6060,901,6060
9377_6064,7809,6064
9377_6065,7809,6065
9377_6067,901,6067
9383_0025,937,25
9383_0029,929,29
9383_0033,986,987
9383_0037,938,37
9383_0057,963,57
9383_0058,994,58
9383_0076,988,76
9383_0077,979,77
9383_0087,939,87
9383_0101,968,101
9383_0122,911,122
9383_0147,908,147
9383_0168,914,168
9383_0173,995,173
9383_0174,921,174
9383_0211,916,211
9383_0214,960,214
9383_0243,959,993
9383_0276,984,276
9383_6000,960,214
9383_6012,912,145
9383_6013,916,211
9383_6014,916,211
9383_6015,916,211
9383_6019,979,77
9383_6034,918,59
9383_6036,108,6036
9383_6037,68,6037
9383_6039,960,214
9383_6043,901,6043
9383_6046,901,6046
9383_6054,960,214
9383_6055,68,6055
9383_6060,901,6060
9383_7802,937,7802
9389_0059,960,59
9389_0214,960,214
9389_0270,960,270
9389_6000,960,214
9397_0033,987,33
9399_6023,213,6023
9399_6040,213,6040
9399_6042,213,6042
9403_0055,982,55
9403_0276,984,276
9406_0031,990,31
9406_0141,913,141
9406_0168,914,168
9406_0174,921,174
9406_0211,916,211
9406_0236,990,996
9406_0276,984,276
9406_0284,7804,284
9406_6012,912,145
9406_6013,916,211
9406_6014,916,211
9406_6015,916,211
9406_6028,44,6028
9406_6035,916,211
9406_6036,108,6036
9406_6037,68,6037
9406_6043,901,6043
9406_6046,901,6046
9407_6006,40,6006
9409_0035,977,35
9409_0065,965,65
9409_0067,967,67
9409_0124,969,124
9413_0025,937,25
9413_0032,997,32
9413_0033,987,33
9413_0035,978,977
9413_0036,902,36
9413_0037,938,37
9413_0038,902,38
9413_0044,920,44
9413_0045,917,45
9413_0046,978,46
9413_0051,910,51
9413_0057,963,57
9413_0061,997,61
9413_0064,926,64
9413_0066,919,66
9413_0087,939,87
9413_0101,968,101
9413_0147,908,147
9413_0244,919,244
9413_0270,961,270
9413_0284,920,7804
9413_6006,905,40
9413_6036,906,108
9413_6037,902,68
9413_6064,7809,6064
9413_6065,7809,6065
9413_7001,919,7001
9417_0037,938,37
9417_0087,939,87
9532_0065,965,65
9541_6046,901,6046
9542_0025,937,25
9542_0033,986,987
9542_0037,938,37
9542_0046,978,46
9542_0057,963,57
9542_0058,994,58
9542_0060,964,60
9542_0077,979,77
9542_0087,939,87
9542_0101,968,101
9542_0141,913,141
9542_0168,914,168
9542_6012,145,6012
9542_6013,916,211
9542_6014,916,211
9542_6015,916,211
9542_6036,108,6036
9979_0044,920,44
9979_6043,901,6043
9998_0029,929,29
9998_0031,990,31
9998_0033,987,33
9998_0035,977,35
9998_0050,962,50
9998_0055,982,55
9998_0058,994,58
9998_0059,918,59
9998_0063,902,63
9998_0065,965,65
9998_0067,967,67
9998_0076,988,76
9998_0082,928,82
9998_0122,911,122
9998_0124,969,124
9998_0126,907,126
9998_0141,913,141
9998_0147,908,147
9998_0168,914,168
9998_0173,995,173
9998_0174,921,174
9998_0189,925,915
9998_0211,916,211
9998_0213,983,213
9998_0236,990,996
9998_0243,993,243
9998_0264,930,264
9998_0272,7800,272
9998_0276,984,276
9998_0282,7806,282
9998_0284,7804,284
9998_0286,998,999
9998_6000,214,6000
9998_6006,40,6006
9998_6011,913,141
9998_6012,912,145
9998_6013,916,211
9998_6014,916,211
9998_6015,916,211
9998_6018,77,6018
9998_6019,77,6019
9998_6020,77,6020
9998_6022,77,6022
9998_6023,77,6023
9998_6026,214,6026
9998_6027,214,6027
9998_6028,44,6028
9998_6029,44,6029
9998_6034,257,6034
9998_6035,916,211
9998_6036,108,6036
9998_6037,68,6037
9998_6039,960,214
9998_6040,983,213
9998_6042,213,6042
9998_6043,901,6043
9998_6044,257,6044
9998_6045,45,6045
9998_6046,901,6046
9998_6053,44,6053
9998_6054,214,6054
9998_6055,68,6055
9998_6059,901,6059
9998_6060,901,6060
9998_6064,7809,6064
9998_6065,7809,6065
9999_0032,997,32
9999_0037,938,37
9999_0061,997,61
9999_0107,955,107
9999_0123,7802,956
9999_0173,995,173
9999_0264,930,264
9999_0276,984,276
9999_6000,214,6000
9999_6013,211,6013
9999_6014,211,6014
9999_6022,77,6022
9999_6023,213,6023
9999_6027,214,6027
9999_6028,44,6028
9999_6029,44,6029
9999_6035,211,6035
9999_6040,213,6040
9999_6042,213,6042
9999_6043,901,6043
9999_6068,901,6068
0024_0068,7803,902
0242_0029,929,29
0009_0033,987,33
0009_0050,962,50
0009_0065,965,65
0009_0067,967,67
0009_0103,940,103
0009_0107,7802,955
0009_0124,969,124
0009_0236,996,236
0009_0270,961,270
0009_0282,7806,282
0009_0286,999,286
0009_0957,7802,957
0009_6000,214,6000
0009_6010,214,6010
0009_6011,141,6011
0009_6013,211,6013
0009_6014,211,6014
0009_6015,211,6015
0009_6019,77,6019
0009_6023,213,6023
0009_6027,214,6027
0009_6031,56,6031
0009_6032,56,6032
0009_6033,56,6033
0009_6034,59,6034
0009_6035,211,6035
0009_6039,214,6039
0009_6040,213,6040
0009_6042,213,6042
0009_6044,257,6044
0009_6054,214,6054
0009_6069,272,6069
0009_6070,272,6070
0019_0035,977,35
0019_0124,969,124
0024_0032,997,32
0024_0036,902,36
0024_0038,902,38
0024_0040,905,40
0024_0044,920,44
0024_0051,910,51
0024_0059,906,918
0024_0061,997,61
0024_0064,926,64
0024_0065,965,65
0024_0067,967,67
0024_0071,926,71
0024_0081,926,81
0024_0104,926,104
0024_0107,955,107
0024_0108,906,108
0024_0122,926,122
0024_0123,956,123
0024_0124,969,124
0024_0126,906,907
0024_0141,926,913
0024_0145,926,145
0024_0168,926,914
0024_0174,906,921
0024_0211,926,916
0024_0236,996,236
0024_0270,961,270
0024_0284,920,7804
0024_0911,926,911
0024_0912,926,912
0024_6000,214,6000
0024_6012,926,145
0024_6013,926,916
0024_6014,926,916
0024_6015,926,916
0024_6019,77,6019
0024_6035,926,916
0024_6036,906,108
0024_6037,902,68
0024_6043,901,6043
0024_6046,901,6046
0024_6050,917,6050
0024_6060,926,901
0024_7000,906,907
0026_0032,997,32
0026_0033,987,33
0026_0035,977,35
0026_0061,997,61
0026_0065,965,65
0026_0067,967,67
0026_0103,940,103
0026_0107,955,107
0026_0123,7802,956
0026_0141,913,141
0026_0168,914,168
0026_0211,916,211
0026_0284,7804,284
0026_0286,999,286
0026_6006,40,6006
0026_6011,913,141
0026_6012,912,145
0026_6013,916,211
0026_6014,916,211
0026_6015,916,211
0026_6028,44,6028
0026_6029,44,6029
0026_6031,56,6031
0026_6035,916,211
0026_6037,68,6037
0026_6044,257,6044
0026_6046,901,6046
0026_6055,68,6055
0026_6059,997,901
0026_6068,997,901
0026_6069,272,6069
0026_6070,272,6070
0034_0033,987,33
0034_0035,977,35
0034_0065,965,65
0034_0067,967,67
0034_0124,969,124
0034_0173,995,173
0034_0243,993,243
0034_0264,930,264
0034_0276,984,276
0034_0962,7802,937
0034_0965,7802,937
0034_0967,7802,937
0034_0969,7802,937
0034_0977,7802,937
0034_6019,77,6019
0034_6020,77,6020
0034_7802,7802,937
0127_0035,977,35
0127_0065,965,65
0127_0067,967,67
0127_0124,969,124
0127_0126,907,126
0127_0956,957,956
0217_0033,987,33
0217_0065,965,65
0217_0067,967,67
0217_0103,940,103
0217_0107,7802,955
0217_0123,7802,956
0217_0124,969,124
0217_0236,996,236
0217_0286,999,286
0217_0287,997,287
0217_6011,141,6011
0217_6012,145,6012
0217_6013,211,6013
0217_6014,211,6014
0217_6015,211,6015
0217_6019,77,6019
0217_6023,213,6023
0217_6025,257,6025
0217_6031,56,6031
0217_6032,56,6032
0217_6033,56,6033
0217_6034,59,6034
0217_6035,211,6035
0217_6040,213,6040
0217_6042,213,6042
0217_6044,257,6044
0217_6069,272,6069
0217_6070,272,6070
0217_6987,213,6987
0217_6988,213,6988
0217_6989,213,6989
0224_6044,257,6044
0235_0033,987,33
0235_0050,962,50
0235_0065,965,65
0235_0067,967,67
0235_0103,940,103
0235_0107,7802,955
0235_0123,7802,956
0235_0124,969,124
0235_0236,996,236
0235_0270,961,270
0235_0282,7806,282
0235_0286,999,286
0235_0287,997,287
0235_0940,957,940
0235_0955,7802,955
0235_0956,7802,956
0235_6000,214,6000
0235_6007,237,6007
0235_6010,214,6010
0235_6011,141,6011
0235_6012,145,6012
0235_6013,211,6013
0235_6014,211,6014
0235_6015,211,6015
0235_6019,77,6019
0235_6023,213,6023
0235_6025,257,6025
0235_6027,214,6027
0235_6031,56,6031
0235_6034,59,6034
0235_6035,211,6035
0235_6039,214,6039
0235_6040,213,6040
0235_6041,214,6041
0235_6042,213,6042
0235_6044,257,6044
0235_6054,214,6054
0235_6069,272,6069
0235_6070,272,6070
0241_0035,977,35
0241_0050,962,50
0241_0065,965,65
0241_0067,967,67
0241_0103,940,103
0241_0107,7802,955
0241_0123,7802,956
0241_0124,969,124
0241_0243,993,243
0241_0286,999,286
0241_0957,7802,957
0241_6007,237,6007
0241_6011,141,6011
0241_6012,145,6012
0241_6013,211,6013
0241_6014,211,6014
0241_6015,211,6015
0241_6019,77,6019
0241_6023,213,6023
0241_6025,257,6025
0241_6026,214,6026
0241_6031,56,6031
0241_6032,56,6032
0241_6033,56,6033
0241_6034,283,6034
0241_6035,211,6035
0241_6040,213,6040
0241_6042,213,6042
0241_6044,257,6044
0241_6069,272,6069
0241_6070,272,6070
0247_0033,987,33
0247_0065,965,65
0247_0067,967,67
0247_0103,940,103
0247_0107,7802,955
0247_0123,7802,956
0247_0124,969,124
0247_0236,996,236
0247_0270,961,270
0247_0286,999,286
0247_0957,7802,957
0247_6000,214,6000
0247_6007,237,6007
0247_6011,141,6011
0247_6012,145,6012
0247_6013,211,6013
0247_6014,211,6014
0247_6015,211,6015
0247_6019,77,6019
0247_6027,214,6027
0247_6031,56,6031
0247_6034,59,6034
0247_6035,211,6035
0247_6039,214,6039
0247_6041,214,6041
0247_6044,257,6044
0247_6054,214,6054
0247_6069,272,6069
0247_6070,272,6070
0267_0033,987,33
0267_0270,961,270
0267_6000,214,6000
0273_6019,77,6019
0331_0050,965,962
0331_0065,965,65
0900_6012,145,6012
0900_6014,211,6014
0910_6012,145,6012
0939_0123,956,123
0959_0124,969,124
0959_6011,141,6011
0959_6012,145,6012
0959_6013,211,6013
0959_6014,211,6014
0959_6015,211,6015
0959_6035,211,6035
0992_0930,930,959
1052_6045,173,917
9079_0033,987,33
9169_0067,967,67
9169_0124,969,124
9169_0270,961,270
9169_6000,214,6000
9169_6014,211,6014
9169_6015,211,6015
9169_6027,214,6027
9193_0033,987,33
9193_0065,965,65
9193_0067,967,67
9193_0103,940,103
9193_0124,969,124
9193_0236,996,236
9193_0270,961,270
9193_0287,997,287
9193_6000,214,6000
9193_6010,214,6010
9193_6011,141,6011
9193_6012,145,6012
9193_6013,211,6013
9193_6014,211,6014
9193_6015,211,6015
9193_6019,77,6019
9193_6027,214,6027
9193_6034,214,6034
9193_6035,211,6035
9193_6039,214,6039
9193_6054,214,6054
9280_6012,145,6012
9281_6011,141,6011
9281_6012,145,6012
9281_6013,211,6013
9281_6014,211,6014
9281_6015,211,6015
9281_6034,59,6034
9281_6035,211,6035
9281_6054,214,6054
9284_0107,7802,955
9284_0123,7802,956
9284_0236,996,236
9284_0243,993,243
9284_6011,141,6011
9284_6012,145,6012
9284_6013,211,6013
9284_6014,211,6014
9284_6015,211,6015
9284_6023,213,6023
9284_6035,211,6035
9284_6040,213,6040
9284_6042,213,6042
9291_0033,987,33
9291_0065,965,65
9291_0067,967,67
9291_0103,940,103
9291_0124,969,124
9291_0236,996,236
9291_0270,961,270
9291_0286,999,286
9291_6000,214,6000
9291_6010,214,6010
9291_6011,141,6011
9291_6013,211,6013
9291_6014,211,6014
9291_6015,211,6015
9291_6019,77,6019
9291_6023,213,6023
9291_6027,214,6027
9291_6031,56,6031
9291_6034,283,6034
9291_6035,211,6035
9291_6039,214,6039
9291_6040,213,6040
9291_6041,214,6041
9291_6042,213,6042
9291_6044,257,6044
9291_6054,214,6054
9291_6069,272,6069
9291_6070,272,6070
9329_0270,961,270
9329_0287,997,287
9329_6000,214,6000
9368_0033,987,33
9368_0065,965,65
9368_0067,967,67
9368_0103,940,103
9368_0124,969,124
9368_0236,996,236
9368_0270,961,270
9368_0286,999,286
9368_6000,214,6000
9368_6010,214,6010
9368_6011,141,6011
9368_6012,145,6012
9368_6013,211,6013
9368_6014,211,6014
9368_6015,211,6015
9368_6019,77,6019
9368_6027,214,6027
9368_6034,59,6034
9368_6035,211,6035
9368_6044,257,6044
9368_6054,214,6054
9372_0065,965,65
9372_0067,967,67
9372_0103,940,103
9372_0124,969,124
9372_6000,214,6000
9377_0033,987,33
9377_0065,965,65
9377_0067,967,67
9377_0103,940,103
9377_0124,969,124
9377_0286,999,286
9377_6000,214,6000
9377_6012,145,6012
9377_6013,211,6013
9377_6014,211,6014
9377_6015,211,6015
9377_6034,59,6034
9383_0033,987,33
9383_0243,993,243
9383_6000,214,6000
9383_6012,145,6012
9383_6013,211,6013
9383_6014,211,6014
9383_6015,211,6015
9383_6019,77,6019
9383_6034,59,6034
9383_6039,214,6039
9383_6054,214,6054
9389_6000,214,6000
9406_0236,996,236
9406_6012,145,6012
9406_6013,211,6013
9406_6014,211,6014
9406_6015,211,6015
9406_6035,211,6035
9413_0035,977,35
9413_0284,7804,284
9413_6006,40,6006
9413_6036,108,6036
9413_6037,68,6037
9542_0033,987,33
9542_6013,211,6013
9542_6014,211,6014
9542_6015,211,6015
9998_0189,915,189
9998_0236,996,236
9998_0286,999,286
9998_6011,141,6011
9998_6012,145,6012
9998_6013,211,6013
9998_6014,211,6014
9998_6015,211,6015
9998_6035,211,6035
9998_6039,214,6039
9998_6040,213,6040
9999_0123,956,123
0024_0068,902,68
0009_0107,955,107
0024_0059,918,59
0024_0126,907,126
0024_0141,913,141
0024_0168,914,168
0024_0174,921,174
0024_0211,916,211
0024_0284,7804,284
0024_6012,145,6012
0024_6013,916,211
0024_6014,916,211
0024_6015,916,211
0024_6035,916,211
0024_6036,108,6036
0024_6037,68,6037
0024_6060,901,6060
0024_7000,907,7000
0026_0123,956,123
0026_6011,141,6011
0026_6012,145,6012
0026_6013,211,6013
0026_6014,211,6014
0026_6015,211,6015
0026_6035,211,6035
0026_6059,901,6059
0026_6068,901,6068
0034_0962,937,7802
0034_0965,937,7802
0034_0967,937,7802
0034_0969,937,7802
0034_0977,937,7802
0034_7802,937,7802
0217_0107,955,107
0217_0123,956,123
0235_0107,955,107
0235_0123,956,123
0241_0107,955,107
0241_0123,956,123
0247_0107,955,107
0247_0123,956,123
0331_0050,962,50
0992_0930,959,930
1052_6045,917,45
9284_0107,955,107
9284_0123,956,123
0024_6013,211,6013
0024_6014,211,6014
0024_6015,211,6015
0024_6035,211,6035
0034_0962,7802,964
0034_0965,7802,978
0034_0967,7802,978
0034_0969,7802,978
0034_0977,7802,978
0034_7802,7802,937
0992_0930,930,959
1052_6045,45,6045
0001_F001006368,1,F001006368
0001_F001006370,1,F001006370
0001_F001006371,1,F001006371
0001_F001006372,1,F001006372
0001_F001006373,1,F001006373
0001_F001006403,1,F001006403
0001_F001006404,1,F001006404
0001_F001006405,1,F001006405
0001_F001006410,1,F001006410
0001_F001006412,1,F001006412
0001_F001006416,1,F001006416
0001_F001006418,1,F001006418
0001_F001006434,1,F001006434
0001_F001006466,1,F001006466
0001_F001007096,1,F001007096
0001_F001007662,1,F001007662
0001_F001008081,1,F001008081
0001_F001008082,1,F001008082
0001_F001008738,1,F001008738
0025_F001005668,25,F001005668
0025_F001005669,25,F001005669
0025_F001005672,25,F001005672
0025_F001005674,25,F001005674
0025_F001005680,25,F001005680
0025_F001005681,25,F001005681
0025_F001005682,25,F001005682
0025_F001005683,25,F001005683
0025_F001005684,25,F001005684
0025_F001006987,25,F001006987
0025_F001008003,25,F001008003
0025_F001008004,25,F001008004
0025_F001008005,25,F001008005
0025_F001008383,25,F001008383
0029_F001005164,29,F001005164
0029_F001005165,29,F001005165
0029_F001005170,29,F001005170
0029_F001005171,29,F001005171
0029_F001005172,29,F001005172
0029_F001005173,29,F001005173
0029_F001005174,29,F001005174
0029_F001005176,29,F001005176
0029_F001005178,29,F001005178
0029_F001005280,29,F001005280
0029_F001007122,29,F001007122
0029_F001007123,29,F001007123
0029_F001007124,29,F001007124
0029_F001007126,29,F001007126
0029_F001007128,29,F001007128
0029_F001007933,29,F001007933
0029_F001007934,29,F001007934
0029_F001007935,29,F001007935
0029_F001007936,29,F001007936
0029_F001007937,29,F001007937
0029_F001008640,29,F001008640
0029_F001008641,29,F001008641
0031_F001004128,31,F001004128
0031_F001004458,31,F001004458
0031_F001004459,31,F001004459
0031_F001004460,31,F001004460
0031_F001004461,31,F001004461
0031_F001004463,31,F001004463
0031_F001004551,31,F001004551
0031_F001004552,31,F001004552
0031_F001004579,31,F001004579
0031_F001004679,31,F001004679
0031_F001004680,31,F001004680
0031_F001004681,31,F001004681
0031_F001004683,31,F001004683
0031_F001004684,31,F001004684
0031_F001004685,31,F001004685
0031_F001004686,31,F001004686
0031_F001004729,31,F001004729
0031_F001005396,31,F001005396
0031_F001007156,31,F001007156
0032_F001005461,32,F001005461
0032_F001005961,32,F001005961
0032_F001005963,32,F001005963
0032_F001005964,32,F001005964
0032_F001005965,32,F001005965
0032_F001005966,32,F001005966
0032_F001005969,32,F001005969
0032_F001005970,32,F001005970
0032_F001005971,32,F001005971
0032_F001005972,32,F001005972
0032_F001005973,32,F001005973
0032_F001005974,32,F001005974
0032_F001005976,32,F001005976
0032_F001005977,32,F001005977
0032_F001005978,32,F001005978
0032_F001005979,32,F001005979
0032_F001005980,32,F001005980
0032_F001005981,32,F001005981
0032_F001005982,32,F001005982
0032_F001005983,32,F001005983
0032_F001007416,32,F001007416
0032_F001007417,32,F001007417
0032_F001007421,32,F001007421
0032_F001007422,32,F001007422
0032_F001007424,32,F001007424
0032_F001007431,32,F001007431
0032_F001007432,32,F001007432
0032_F001007434,32,F001007434
0032_F001007980,32,F001007980
0032_F001008524,32,F001008524
0033_F001005508,33,F001005508
0033_F001005685,33,F001005685
0033_F001005686,33,F001005686
0033_F001005691,33,F001005691
0033_F001005692,33,F001005692
0033_F001005694,33,F001005694
0033_F001005695,33,F001005695
0033_F001005704,33,F001005704
0033_F001005707,33,F001005707
0033_F001005708,33,F001005708
0033_F001005709,33,F001005709
0033_F001005711,33,F001005711
0033_F001005712,33,F001005712
0033_F001005715,33,F001005715
0033_F001007444,33,F001007444
0033_F001007450,33,F001007450
0033_F001007465,33,F001007465
0033_F001007466,33,F001007466
0033_F001007467,33,F001007467
0033_F001007468,33,F001007468
0033_F001007471,33,F001007471
0033_F001007472,33,F001007472
0033_F001007485,33,F001007485
0033_F001007496,33,F001007496
0033_F001007518,33,F001007518
0033_F001007533,33,F001007533
0033_F001007558,33,F001007558
0033_F001007562,33,F001007562
0033_F001007563,33,F001007563
0033_F001007567,33,F001007567
0033_F001007580,33,F001007580
0033_F001007582,33,F001007582
0033_F001007583,33,F001007583
0033_F001007587,33,F001007587
0033_F001007602,33,F001007602
0033_F001007840,33,F001007840
0033_F001007841,33,F001007841
0033_F001007842,33,F001007842
0033_F001007848,33,F001007848
0033_F001007904,33,F001007904
0033_F001007914,33,F001007914
0033_F001007915,33,F001007915
0033_F001007916,33,F001007916
0033_F001008060,33,F001008060
0033_F001008062,33,F001008062
0033_F001008064,33,F001008064
0033_F001008066,33,F001008066
0033_F001008067,33,F001008067
0033_F001008068,33,F001008068
0033_F001008069,33,F001008069
0033_F001008070,33,F001008070
0033_F001008522,33,F001008522
0033_F001008644,33,F001008644
0033_F001008645,33,F001008645
0033_F001008647,33,F001008647
0033_F001008649,33,F001008649
0033_F001008650,33,F001008650
0033_F001008651,33,F001008651
0033_F001008652,33,F001008652
0033_F001008653,33,F001008653
0035_F001005728,35,F001005728
0035_F001005730,35,F001005730
0035_F001005731,35,F001005731
0035_F001005732,35,F001005732
0035_F001005733,35,F001005733
0035_F001005735,35,F001005735
0035_F001005736,35,F001005736
0035_F001005737,35,F001005737
0035_F001005738,35,F001005738
0035_F001005739,35,F001005739
0035_F001007991,35,F001007991
0035_F001007993,35,F001007993
0035_F001008265,35,F001008265
0036_F001004143,36,F001004143
0036_F001006098,36,F001006098
0036_F001006099,36,F001006099
0036_F001006100,36,F001006100
0036_F001006101,36,F001006101
0036_F001006102,36,F001006102
0036_F001006103,36,F001006103
0036_F001006104,36,F001006104
0036_F001008012,36,F001008012
0036_F001008013,36,F001008013
0036_F001008438,36,F001008438
0037_F001005740,37,F001005740
0037_F001005742,37,F001005742
0037_F001005743,37,F001005743
0037_F001005745,37,F001005745
0037_F001005746,37,F001005746
0037_F001005747,37,F001005747
0037_F001005748,37,F001005748
0037_F001007435,37,F001007435
0037_F001008419,37,F001008419
0037_F001008420,37,F001008420
0037_F001008421,37,F001008421
0037_F001008424,37,F001008424
0037_F001008425,37,F001008425
0037_F001008426,37,F001008426
0037_F001008427,37,F001008427
0037_F001008477,37,F001008477
0037_F001008773,37,F001008773
0038_F001006358,38,F001006358
0038_F001006362,38,F001006362
0038_F001006363,38,F001006363
0038_F001006364,38,F001006364
0038_F001006366,38,F001006366
0038_F001008001,38,F001008001
0040_F001006313,40,F001006313
0040_F001006326,40,F001006326
0040_F001006327,40,F001006327
0040_F001006329,40,F001006329
0040_F001006330,40,F001006330
0040_F001006331,40,F001006331
